t (s);roll (deg);cons (deg);TL (%);TR (%)
6.45522;-7.0700073;0.0;36.6;43.39
6.465212;-7.1600037;0.0;36.64;43.35
6.475236;-7.220001;0.0;36.71;43.28
6.48522;-7.2599945;0.0;36.76;43.23
6.495204;-7.279999;0.0;36.85;43.14
6.505172;-7.25;0.0;36.97;43.02
6.515192;-7.2100067;0.0;37.05;42.94
6.52518;-7.149994;0.0;37.16;42.83
6.535148;-7.0599976;0.0;37.27;42.72
6.545144;-6.949997;0.0;37.42;42.57
6.555132;-6.8099976;0.0;37.55;42.44
6.565136;-6.649994;0.0;37.68;42.31
6.575116;-6.470001;0.0;37.85;42.14
6.585108;-6.2599945;0.0;38.01;41.98
6.595128;-6.029999;0.0;38.19;41.8
6.605124;-5.7899933;0.0;38.35;41.64
6.615104;-5.5200043;0.0;38.54;41.45
6.625472;-5.2100067;0.0;38.74;41.25
6.63506;-4.9100037;0.0;38.97;41.02
6.645044;-4.580002;0.0;39.15;40.84
6.65504;-4.2400055;0.0;39.3;40.69
6.665036;-3.880005;0.0;39.54;40.45
6.67504;-3.5;0.0;39.78;40.21
6.685024;-3.1100006;0.0;39.95;40.04
6.695032;-2.699997;0.0;40.2;39.79
6.705028;-2.2899933;0.0;40.41;39.58
6.715032;-1.8600006;0.0;40.63;39.36
6.725036;-1.4100037;0.0;40.88;39.11
6.735024;-0.9600067;0.0;41.1;38.89
6.745032;-0.5099945;0.0;41.28;38.71
6.755024;-0.039993286;0.0;41.54;38.45
6.765008;0.41999817;0.0;41.72;38.27
6.775004;0.8899994;0.0;41.96;38.03
6.784976;1.3600006;0.0;42.12;37.87
6.794964;1.8300018;0.0;42.37;37.62
6.804956;2.300003;0.0;42.55;37.44
6.814944;2.7799988;0.0;42.77;37.22
6.824928;3.25;0.0;42.96;37.03
6.834936;3.7100067;0.0;43.13;36.86
6.844944;4.169998;0.0;43.29;36.7
6.85492;4.619995;0.0;43.47;36.52
6.864912;5.050003;0.0;43.59;36.4
6.874908;5.470001;0.0;43.72;36.27
6.8849;5.880005;0.0;43.89;36.1
6.894896;6.279999;0.0;44.01;35.98
6.904876;6.6799927;0.0;44.16;35.83
6.914876;7.050003;0.0;44.25;35.74
6.924892;7.399994;0.0;44.32;35.67
6.934876;7.7299957;0.0;44.41;35.58
6.944868;8.059998;0.0;44.53;35.46
6.954852;8.369995;0.0;44.6;35.39
6.96484;8.669998;0.0;44.68;35.31
6.97484;8.940002;0.0;44.73;35.26
6.984832;9.199997;0.0;44.79;35.2
6.994816;9.440002;0.0;44.83;35.16
7.004812;9.669998;0.0;44.88;35.11
7.014812;9.869995;0.0;44.89;35.1
7.024792;10.050003;0.0;44.89;35.1
7.034784;10.210007;0.0;44.87;35.12
7.044784;10.339996;0.0;44.86;35.13
7.054772;10.460007;0.0;44.86;35.13
7.06478;10.559998;0.0;44.85;35.14
7.074772;10.630005;0.0;44.74;35.25
7.084768;10.679993;0.0;44.73;35.26
7.094768;10.699997;0.0;44.63;35.36
7.10474;10.699997;0.0;44.57;35.42
7.114732;10.690002;0.0;44.51;35.48
7.124736;10.639999;0.0;44.38;35.61
7.134744;10.580002;0.0;44.29;35.7
7.1447;10.4900055;0.0;44.19;35.8
7.154684;10.389999;0.0;44.07;35.92
